Country,Arts,Biology,Biomedical Research,Chemistry,Clinical Medicine,Earth and Space,Engineering and Technology,Health,Humanities,Mathematics,Physics,Professional Fields,Psychology,Social Sciences
Afghanistan,19.37739249240998,1.2992112612967406,0.15832595989566278,0.0,1.8373457648675815,0.6783868540724581,0.16314938861918282,3.3051464754710493,0.0,0.0,0.0,2.2371537507764336,2.3472316195636673,5.472483672435641
Albania,7.860828438899565,1.4469130480794614,0.9659114321471337,0.44527060844305144,0.9399999142306581,3.3391085246810337,0.5515402181300939,2.362360227661868,0.0,1.2420547644677675,0.6835831296583931,0.40335393327117897,0.4897037047529878,1.450995366501595
Algeria,0.0,0.7038737435528002,0.2551115006858001,1.5827588338629468,0.14612215807189255,0.736191925588103,2.404225914443318,0.08413490726659509,0.023450867236823544,2.925594945434449,2.191882381394526,0.11895330303885575,0.0002647005984608286,0.11313621901180755
Andorra,0.0,1.5912155082736408,0.0,0.0,2.595215059377467,3.296922490338624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,0.0,3.967980269082471,1.2494706725171458,0.3565610921723786,1.25881979632874,1.4691599090811134,0.7982577923889494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antarctica,0.0,13.8587293553928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua & Barbuda,0.0,1.4810855799656457,0.0,0.0,2.996940286959344,0.5170417512090058,0.0,0.0,0.0,0.0,0.0,2.3681626454511293,0.0,0.0
Argentina,0.3151474808669242,2.7540792625627573,1.145333723534412,1.007698283334301,0.7606487585470824,1.605210601383191,0.6034662399693125,0.27797061959888675,0.6983917859647513,0.8958370717373625,1.024880079703808,0.15087654309820744,0.3297842129962126,0.5333462136077654
Armenia,0.7423896005984582,0.2055157076000479,0.47593696382640943,1.9429327387979463,0.20520084907166428,2.5144831772785383,0.5284935396096393,0.12361233806357416,0.057732104480007915,1.7053862561087585,3.459352442230143,0.03571257244249109,0.04561539544083737,0.061665477823500035
Australia,1.2680883559946783,1.8390950244242117,0.9201742339319925,0.5330698266080541,1.0738682992105395,1.301917366782243,0.7756358578679359,2.279972188247982,1.1286962313475022,0.704064110328561,0.511363604291266,1.548470457408421,1.6279216562280576,1.535439692234588
Austria,1.591373420200077,0.7725716820629418,0.9883810627556778,0.7422058956410774,1.3967137037023238,0.841369811081778,0.8881827598654628,0.3234720194241877,0.7332671845858184,1.2255701794416716,0.8724156672936786,0.5159550040578107,0.5996326761919263,0.9275392912970444
Azerbaijan,0.0,0.3590205970934631,0.31672349830979424,3.100165458176729,0.07423490506040799,0.9299405855000463,0.8625510468885802,0.1400549038972851,0.236635600406837,3.2176803651602106,2.6441612738868527,0.058552281079086596,0.012286662505758723,0.16850528835524653
Bahamas,0.0,1.9308603625426637,0.6766394261705978,0.3501962551113228,1.7267590090908707,0.4638003723557154,0.0,0.0,2.670968650410586,1.2523727545365373,0.11136864818230752,0.9913426397173077,5.373958946549558,1.4264728400485922
