Country,Arts,Biology,Biomedical Research,Chemistry,Clinical Medicine,Earth and Space,Engineering and Technology,Health,Humanities,Mathematics,Physics,Professional Fields,Psychology,Social Sciences
Afghanistan,0.0,0.6598098062186416,0.2547788884616136,0.48012323117952854,2.7698714574665715,0.0,0.38980407073156714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,0.0,0.25456883144043374,0.16851288260884073,3.284956031199237,0.8682992939577925,3.5045185028274033,0.9775662288896764,0.0,0.0,0.778595509867349,0.480783442575351,0.0,0.0,1.0122471831186743
Algeria,0.45239234384209087,1.1111043335867938,0.35451333726595136,1.720026758348207,0.613506444481008,0.9971459230087114,1.3698550264958516,0.0,0.6120745022543568,2.0421699129320596,1.9465566579457625,0.606333281265197,0.17929685087471703,0.649924913099472
Andorra,0.0,0.0,0.0,0.0,3.3469280111054394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,0.0,0.6419009703682421,0.5576930381010162,0.25477719495345497,1.8143228239523996,3.2487425705221105,1.3962332451181032,4.963122895841451,0.0,0.0,0.0,0.0,0.0,0.0
Antarctica,0.0,0.0,2.462862588462262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.668665732459859,0.0,0.0,0.0
Antigua & Barbuda,0.0,12.756322920227069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,0.42584579632961034,1.6939067098436384,1.0520521742867464,1.2857408717528709,0.9076872050286596,1.1811847483291102,0.6160370520735167,0.1381052700637689,0.5444347763069846,0.6236860261674673,1.290706577459375,0.17854764530266226,0.4568723868584803,0.490607371610099
Armenia,0.0,0.1564011276493146,0.5254166188579663,3.027300070383104,0.8412297200859337,0.6829197104155905,0.08315914083892458,0.0,0.0,1.8655682969669365,2.101895031329312,0.0,0.0,0.24876038437823902
Australia,0.516158751738988,2.0769126077900926,0.8944311314478971,0.6409752277982272,1.0248034959989334,1.4821821985357637,0.6827152963344648,1.315815975227156,1.2966630094032912,0.9644017298874664,0.5172700886508919,0.9294840289367596,1.3359434852066256,1.4635117996200049
Austria,0.7286498661093948,0.8110210229377393,0.7445487683648253,0.8574053849053097,1.497920581194858,0.65571551908108,0.7654950605609596,0.1831831422926113,0.8972282583533203,1.5863728717012027,0.8110250319599666,0.27262285451151974,0.48706231159456437,0.8319144903359642
Azerbaijan,0.0,0.5442006730823129,0.1951277622143797,4.676548201988376,0.3059659939050175,0.21216357240645703,0.608561560908501,0.0,0.0,1.783318700645894,1.9303404639991535,0.0,0.0,0.0
Bahamas,0.0,1.301665604104803,0.4639615551263294,0.0,1.5342275969274541,0.0,0.0,0.0,4.405714946017317,0.0,0.0,0.0,0.0,9.55539547697494
Bahrain,0.0,0.6148790835681375,0.4101658611092652,0.6937655875146133,0.3493029829614483,2.2248027124883114,4.09708061084997,1.958655879966315,0.4559857702469178,2.028512144177795,1.109847629053421,1.9174571346539877,0.0,0.27471416986356495
Bangladesh,0.0,3.9222288267175025,0.7018018974496457,0.7417097071691091,0.7041333056056608,0.48453942952433926,1.0438055956187564,0.8808781042033212,0.053265773107720654,0.3184146448980327,0.6902457889745424,0.21709499019086456,0.39717504618754507,2.823652990579249
Barbados,0.0,2.76232748443853,0.30748556500450924,0.14404342002201895,1.1561133839247726,0.5238480036684481,0.0,0.0,1.979552896442081,0.0,0.07197217677246491,3.329672171701714,4.217283403064543,5.0566481859623265
Belgium,0.370262370837768,0.9479261482399446,1.0891270261469685,0.8697115384483468,1.3415027115219984,0.6629619971323417,0.7041239810371511,0.31864336318276937,0.8891326199182941,0.9715031029684081,0.8667144905807022,0.5020475233699093,0.6466524881578901,0.6444036158715761
Belize,0.0,2.1119739934150767,0.0,0.0,0.9974288774817536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.13943121506534
Benin,0.0,4.417561292375947,0.36048404348652635,0.613159826618464,1.337803534616052,0.7828375479468865,0.0,2.7108097302749212,0.7888641105204682,0.0,0.27486302340863655,0.0,0.0,1.1406258531590912
Bermuda,0.0,8.664718603714137,0.06651676979963678,0.0,0.0,4.518992077247096,0.0,1.0852564901459116,2.526536292751748,0.0,0.0,1.225879610708976,0.0,0.9132855000071006
Bhutan,0.0,5.740345314102181,1.1082881648080203,0.0,0.8367320027763596,0.0,0.0,18.08231108384902,0.0,0.0,0.0,0.0,0.0,0.0
Bolivia,0.0,2.3925190817473005,0.7216983499928159,0.4998802619152392,1.10785887595517,2.8943081891518756,0.2519034676027905,1.343143638757339,2.605759698676396,0.0,0.0,0.0,0.5551368265709772,3.547909824777886
Bosnia & Herzegovina,0.0,0.0,0.7617100789058558,1.4354199695058067,1.4491853243961699,0.0,3.4961808405820998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Botswana,0.0,3.4930566524869255,0.02316655862893017,0.07276115021010829,0.30695331623589284,2.928936817386013,0.21266484628122728,0.5669620950203498,0.8799457840550889,1.284462878919437,0.7065096034655494,8.624413385868056,0.15622133485133663,4.930246511387545
