NODF,row_nestedness,col_nestedness,Time_Interval
0.27520515347294855,0.2754808153937756,0.23013594404365809,1973-1977
0.2891861082862083,0.28953617704391726,0.23327127978840026,1978-1982
0.26408051080252964,0.2643028941829154,0.22558374826168115,1983-1987
0.2608418555255483,0.26113280089590973,0.1984868274139018,1988-1992
0.24557021014643515,0.245766951604512,0.20340484029068198,1993-1997
0.27282079664694203,0.2731209798220061,0.21042557954432872,1998-2002
0.2596958358994229,0.25981514916819526,0.23438306703217637,2003-2007
0.28717402025853084,0.2873371264092865,0.25327124178002275,2008-2012
0.2709120283792509,0.2708141899976043,0.29230745469536534,2013-2017
