Country,Arts,Biology,Biomedical Research,Chemistry,Clinical Medicine,Earth and Space,Engineering and Technology,Health,Humanities,Mathematics,Physics,Professional Fields,Psychology,Social Sciences
Afghanistan,0.0,0.0,7.495982791052197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,0.0,1.5169875871917715,0.2831284240681565,1.2466164228412464,0.6772808959144672,5.792171360738861,0.5310394538650965,0.5340683547293005,0.0,0.0,0.7759565495629029,0.4221167398673253,0.0,3.2531248860571713
Algeria,0.0,0.9884132285659422,0.40065653931205863,1.8080029242560989,0.3158654031542615,1.1613016726572416,1.853740884176523,0.05288766756426811,0.2520444303280656,1.8578782492289139,2.2869227588941277,0.1579161516325349,0.05808509008389611,0.32889993768624576
Andorra,0.0,0.0,4.497589674631319,0.0,1.3837865119994537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,0.0,0.4980299448406701,0.6385830687003836,0.14531928976037536,0.8932042688856241,1.608445338408098,4.810091480151295,0.0,0.0,0.0,0.3240564229504842,0.0,0.0,0.0
Antigua & Barbuda,0.0,0.0,0.0,0.0,1.7297331399993183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.746481671198598
Argentina,0.2114807442905477,2.146689126546824,1.1070640203611632,1.311914665440295,0.8137819870001342,1.1789666944832156,0.593506974449721,0.22574947163515002,0.5509755780550653,0.6957402731471594,1.2772843722839435,0.1141185952930864,0.2985148393840648,0.42475644020107656
Armenia,0.0,0.4016432836215897,0.9820568730207149,1.2637223008268186,0.25463217452965925,1.1312024956907158,0.5836239206439481,0.04505653879552142,0.05368099112837439,1.9970237028335973,3.774290871627452,0.0,0.1113398412051134,0.10538843163716007
Australia,0.6568273398080743,2.030131362118676,0.8781348296571821,0.6330381913052293,1.0149005120852594,1.3380300379399837,0.8019324071863678,1.9469552661597624,1.1032637293572738,0.9951380684293389,0.5828525395218228,1.0620934678237883,1.3045713604141855,1.5377546408701666
Austria,1.5116579664503007,0.8582653857424499,0.8852580576415061,0.8650402270554994,1.4175526507392116,0.7336071211409471,0.753574275213168,0.18816888967785098,0.7144348016674964,1.2957536314141138,0.9072831700092103,0.30248678586371075,0.5544909869295764,0.8652396480058823
