Country,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
South Korea,0.6085205155826576,0.6230982136841452,0.4966421521505672,0.45180157449435776,0.484094181893157,0.5107111605322514,0.5707168598924602,0.6680335882245578,0.7467850765285671
South Sudan,,,,,,,,,0.2312123624395479
Spain,0.5347239826291337,0.5297406395918564,0.6067849582346518,0.6877358235474523,0.7086753294324217,0.7506018781265824,0.8378616096981488,0.8693290160820575,0.8378905189917055
Sri Lanka,0.5589093105255712,0.5423310771777647,0.5953080523738712,0.5673909221969701,0.5846312683681677,0.5798230233032032,0.6123198594905359,0.6430053953490642,0.6038582445164338
St-Lucia,0.11406725154132868,,,0.23030193945712063,0.3026061132709713,0.14469602936254533,0.13146531374069625,0.20110250144087172,0.38329190377877187
Sudan,0.45740069709009734,0.48748435186856975,0.41730976422492716,0.47164910864877796,0.4235291820190602,0.4086519797054926,0.3750349821109964,0.5613157733098052,0.5658130395841956
Suriname,0.16050774538385804,0.23350236795273382,0.12320703988579385,0.1583463882810895,0.11121240529022047,0.17199391722641832,0.24854684883038125,0.3700036742301991,0.516849841837725
Swaziland,0.32758315227745227,0.3259866576102477,0.2985234227102076,0.29221931782230215,0.48589406206182295,0.4745245397344733,0.3564828667095613,0.44883965896780464,0.5351765311572512
Sweden,0.6615566304053688,0.7198390683913996,0.733969889516056,0.7355992483025096,0.7595731455973458,0.786640302101594,0.7989473014853323,0.8087938496006077,0.7985485462433828
Switzerland,0.6946398774473792,0.6998492128586438,0.7486019400122822,0.7810051342641334,0.7883054038447697,0.8231516221570248,0.863179821030039,0.8822797943221383,0.8917339069544014
Syria,0.3215528069823149,0.3752902699233427,0.3225696191235762,0.33109942794940816,0.30238642907037483,0.4358761870478084,0.4299563877642425,0.4667660360029997,0.5747361989052557
Taiwan,0.5935750736251056,0.5619104105727708,0.5675877282869298,0.4904397126917638,0.5466381327318408,0.607909288557222,0.6596514186934784,0.6857039289078046,0.7449132236034841
Tajikistan,,,,0.33471731544603267,0.3831585287516551,0.32737158786339526,0.22555600364215012,0.4173628878852067,0.4195125409270387
Tanzania,0.39477159970733167,0.5663381044829389,0.46110917707696875,0.47544546737656235,0.42029922756003146,0.5222027820558997,0.45939704310242313,0.48128962409517606,0.5000164875724247
Thailand,0.4634376111238546,0.5416946982232443,0.574862997034818,0.5785866320872066,0.6114597884153128,0.599065697860361,0.6398458560882697,0.6463813655247349,0.6653187515986558
Togo,0.3525366427865533,0.19705413370558333,0.3620939722977966,0.2555733450205381,0.22607075755581518,0.40240725569722413,0.3604539379177546,0.4079684208463684,0.4815042172173556
Tonga,0.11406725154132868,0.19652942341048563,0.16464034802732053,0.17636713838239249,0.16242862967230154,0.15543092012028947,0.1926783884403086,0.2374437963869911,0.26194307722376653
Trinidad and Tobago,0.31903315151167455,0.43763243774968386,0.5028131538523715,0.5153202238088406,0.5338877433178575,0.5954761434642502,0.5249071192605332,0.6366292279608654,0.6446532142485939
Tunisia,0.5048381719662699,0.5473488681135869,0.553169325912135,0.4495268475151786,0.5347016421591504,0.4944514136117061,0.5211516916335761,0.5531136269425796,0.5583954862042018
Turkey,0.6359645355461878,0.6267541006242117,0.6666091166500631,0.6625719780835728,0.6229661815523675,0.6663063446442608,0.7212132118004377,0.767560637687057,0.7920549049233506
Turkmenistan,,,,0.21820607140262283,0.315754858194052,0.42668355297889815,0.23878695094847335,0.15514416828926947,0.18990766140497595
Tuvalu,,0.0714285714285714,,0.0714285714285714,0.0714285714285714,0.12608254784903927,0.09502201033761071,0.0714285714285714,0.14380955130459194
Uganda,0.3810196237136546,0.412651005278603,0.4225167790405314,0.3201166166406235,0.3645143142854853,0.3419038057924443,0.35840613349717365,0.4578769254775136,0.42469216959997025
Ukraine,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.3318960745459292,0.3837746770496483,0.3501144461519956,0.3679396334267643,0.4059912359135289,0.4040827282988848
United Arab Emirates,0.22199748267468333,0.5052091303433641,0.33325821802062094,0.5399363464643709,0.641882129742017,0.7066450964942329,0.6623402996192769,0.6870229416615101,0.7415950295408982
United Arab Republic,0.40491024829521405,,,,,,,,
United Kingdom,0.8999889825124383,0.9177026965818936,0.9055907884103754,0.8788967289074218,0.8380216937680847,0.7920646946742906,0.7573567514948452,0.7169172495901986,0.6867167777317758
United States,0.8129703430677941,0.8108038492388556,0.8142575651364767,0.816124903493598,0.8082025821043446,0.7934627704136614,0.7963285320634923,0.8054050791955927,0.7888395850084652
Uruguay,0.4312533059473519,0.49025415180893883,0.46215647463477527,0.7125388848716709,0.6259311916629078,0.6727192994062162,0.6869914432504791,0.645219552802804,0.6880807336534898
Uzbekistan,0.0714285714285714,,,0.2557896483568126,0.2750754920974131,0.3116899882943761,0.3808810784848641,0.3472762300798864,0.37919354390281357
Vanuatu,0.11195229572224152,0.25773678283446366,0.11402847257641291,0.2446043945033295,0.22628355926789845,0.21201042472148146,0.21797045712485752,0.27781498574423347,0.2679258357487395
Vatican,0.08763449551831293,0.13765148677806693,0.12717820919562894,0.18833750498002566,0.17936320774671233,0.21723323217058865,0.23145386717148086,0.14866032640785665,0.12670163996406458
Venezuela,0.6447094739770735,0.6156288634302647,0.6957057999915075,0.7260889708922755,0.6636942157816651,0.6784879562216768,0.7052320855070229,0.7372709763131362,0.6385112152044428
Vietnam,0.5241516663147388,0.2417312180291703,0.34580987053729473,0.24006022389645687,0.3471933632377304,0.4217728341339215,0.5227667421623745,0.5317322401971617,0.5302315754475637
Western Sahara,,0.0714285714285714,,,,,,,0.0714285714285714
Yemen,0.11771350542737635,0.2989452125979357,0.46145798862667475,0.3878887809047412,0.5146182954822245,0.5912965106185575,0.5280863381267257,0.7076530416267764,0.6104324296821124
Yugoslavia,0.6052323980505407,0.6495907702223284,0.6570299627132876,0.6387904423217703,0.5543664892831495,0.4903721522507688,0.4978211485812385,,
Zambia,0.536580579120727,0.5491017884718713,0.5082706403998981,0.3986305134078003,0.43015485300399514,0.41051959543955363,0.5067164439540742,0.4056943378774662,0.44224790508105816
Zimbabwe,0.3957751760817102,0.42567796992593154,0.4865026681824519,0.5365422949708963,0.4901674334284587,0.5213459001821709,0.4782952561428063,0.5749678737975419,0.5532881581989819
