Country,Arts,Biology,Biomedical Research,Chemistry,Clinical Medicine,Earth and Space,Engineering and Technology,Health,Humanities,Mathematics,Physics,Professional Fields,Psychology,Social Sciences
Afghanistan,0.0,3.8925647626817925,0.4635690517622663,0.0,2.0712797144555837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,19.346603848786838,0.5183034602483908,0.0,0.9324398153080191,1.7160602465175485,0.0,0.5128769085889645,0.0,0.0,1.651623108248809,0.0,0.0,0.0,5.451926986319454
Algeria,0.4756335761214712,1.1000954884621632,0.5179754348838407,1.4007993736025461,0.9024883246433287,0.975327855625152,0.9835026056158215,0.2703270225406185,0.8858706118404546,2.483667934936583,1.628249871708908,0.11515844123094887,0.19000049944213104,0.6031569144051593
Angola,0.0,0.0,1.0192575945798543,0.0,2.53731765020809,2.7144810289914076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antarctica,0.0,0.0,5.047751896966899,0.0,1.1276967334258177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,0.22489680831614556,1.1742876692076243,1.2375175427163114,1.3312925673221603,1.096251638033499,0.8346433843008572,0.6026584553367412,0.08787654034727443,0.44901783372402343,0.5383854646046143,1.1858317539602754,0.06891465871395319,0.30133540974632955,0.5740198851824222
Australia,0.43002761510092424,2.0277329514529416,0.873647466830248,0.6980981304146108,0.9587393950215876,1.512985162430964,0.708288172647641,1.0339011512745664,1.1870214693308818,1.0877718802592322,0.55562306012122,0.777523809038202,1.3095356894921217,1.6260664875330133
Austria,1.2012145116578266,0.6709845942828069,0.6275514826131833,0.8572846271409268,1.6250119455996972,0.5710975499372765,0.7118658403267211,0.20037668290917926,0.8165373854870815,1.551719603247273,0.8318315315381882,0.2862602594254903,0.42753665873134256,0.8337385918869614
Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,11.796168897546185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,0.0,0.0,0.0,0.0,1.1185895948142448,1.7496664271759825,0.4386592997866742,14.10675581746894,11.206862140445155,0.0,0.0,0.0,0.0,4.662987228039969
Bahrain,0.0,0.19799550869004273,0.26199404309516755,0.22898472577608708,0.22007645593500388,1.1396437076734398,6.604221894889178,1.5751582541703535,0.3128391394925038,1.472173400293748,0.9616447696810164,3.1873086375283095,0.0,0.2603342297965691
Bangladesh,0.0,3.290734014527718,0.6941479364164495,0.6775193284505382,0.8065877571729331,0.4989039965432391,0.8628537067450887,0.9464549418618933,0.35885866906205705,0.3877196110255357,0.7774267035261068,0.43984009956452774,0.2418981410847066,3.0822896326264546
Barbados,1.9326996750634025,1.6051123519202368,0.1808771672939493,0.27944844616875647,1.3479461750634938,0.885569796630564,0.0,1.0984526216283776,0.654484662757591,0.0,0.0,3.8604825610564784,3.4742344713687525,5.219468249172925
Belgium,0.4721860490168226,0.9589584049628795,1.0996890670450714,0.9664771286255314,1.2990038425525907,0.7093756479850598,0.573124408781066,0.3524529573066204,0.881295661770412,1.131904726558495,0.9617786052615048,0.38378662332819174,0.5218131862950594,0.7302328086718012
Belize,0.0,5.960489792856494,0.0,0.0,0.0,0.0,3.932056299182061,0.0,0.0,0.0,0.0,0.0,0.0,5.224763361889477
Benin,7.474331834077785,2.1692712012075717,0.6613515923237707,0.771936657209887,1.3259592050359565,1.6465217141138597,0.0,0.0,0.0,1.9142552262458212,0.10373846152960567,0.0,0.0,2.8083834420010567
Bermuda,0.0,5.878716027005808,0.6544279795079874,0.052960637060985076,0.2924059303299213,5.801494072799809,0.0,0.0,0.0,0.0,0.0,0.0,2.560567101968077,0.7526411757420702
Bhutan,0.0,0.0,0.0,0.0,3.3830902002774534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolivia,0.0,1.3849579012602213,1.2407628318783062,0.29084486807119164,1.4016434476668562,1.8269112652469923,0.21330079699359164,1.714874311523441,2.5544090690622108,0.0,0.039085848399194566,0.7305309353317168,0.602653357788115,1.9131241276031403
